"New Analysis Project","=HYPERLINK(""https://solarwinds.une.com.co/ui/perfstack/?context=0_Orion.Nodes_13027&withRelationships=true&charts=0_Orion.Nodes_13027-Orion.ResponseTime.AvgResponseTime;&startTime=2022-01-01T05:00:00.000Z&endTime=2022-03-01T05:00:00.000Z"")"
Start,2022-01-01 00:00:00,End,2022-03-01 00:00:00

"Custom Chart"
Entity,Metric,Date/Time,Value,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-01 05:54:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-02 05:30:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-03 05:06:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-04 04:42:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-05 04:18:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-06 03:54:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-07 03:30:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-08 03:06:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-09 02:42:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-10 02:18:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-11 01:54:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-12 01:30:00,13,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-13 01:06:00,23,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-14 00:42:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-15 00:18:00,11,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-16 05:48:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-17 05:24:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-18 05:00:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-19 04:36:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-20 04:12:00,13,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-21 03:48:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-22 03:24:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-23 03:00:00,11,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-24 02:36:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-25 02:12:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-26 01:48:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-27 01:24:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-28 01:00:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-29 00:36:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-30 00:12:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-01-31 05:42:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-01 05:18:00,11,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-02 04:54:00,14,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-03 04:30:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-04 04:06:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-05 03:42:00,11,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-06 03:18:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-06 09:12:00,12.26530612244898,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-06 15:06:00,12.162790697674419,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-06 21:00:00,11.826923076923077,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-07 02:54:00,12.126760563380282,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-07 08:48:00,11.977011494252874,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-07 14:42:00,12.523076923076923,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-07 20:36:00,12.433734939759036,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-08 02:30:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-08 08:24:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-08 14:18:00,13.523076923076923,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-08 20:12:00,23.011764705882353,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-09 02:06:00,12.363636363636363,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-09 08:00:00,12.136842105263158,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-09 13:54:00,14.833333333333334,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-09 19:48:00,12.481132075471699,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-10 01:42:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-10 07:36:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-10 13:30:00,14.705263157894738,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-10 19:24:00,12.5,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-11 01:18:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-11 07:12:00,12.162162162162161,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-11 13:06:00,16.18867924528302,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-11 19:00:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-12 00:54:00,12.44186046511628,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-12 06:48:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-12 12:42:00,12.166666666666666,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-12 18:36:00,12.64,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-13 00:30:00,12.391304347826088,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-13 06:24:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-13 12:18:00,12.173469387755102,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-13 18:12:00,13.484536082474227,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-14 00:06:00,12.695652173913043,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-14 06:00:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-14 11:54:00,37.333333333333336,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-14 17:48:00,13.765432098765432,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-14 23:42:00,12.648351648351648,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-15 05:36:00,12.10752688172043,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-15 11:30:00,41.2803738317757,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-15 17:24:00,16.5,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-15 23:18:00,12.166666666666666,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-16 05:12:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-16 11:06:00,12.333333333333334,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-16 17:00:00,12.833333333333334,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-16 22:54:00,15.6,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-17 04:48:00,16.833333333333332,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-17 10:42:00,19.666666666666668,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-17 16:36:00,8.333333333333334,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-17 22:30:00,10.331491712707182,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-18 04:24:00,12,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-18 10:18:00,15.646408839779005,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-18 16:12:00,13.166666666666666,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-18 22:06:00,12.333333333333334,
"rnec-esx-00.registraduria.gov.co","Average Response Time (ms)",2022-02-19 04:00:00,12,
