Entity;Metric;Date/Time;Value;;Entity;Metric;Date/Time;Value;;Entity;Metric;Date/Time;Value
EVM-PWEB01-RNEC;Minimum CPU Load (%);16/12/2021 4:47;0;;EVM-PWEB01-RNEC;Peak CPU Load (%);16/12/2021 4:47;4;;EVM-PWEB01-RNEC;Average CPU Load (%);16/12/2021 4:47;0
EVM-PWEB01-RNEC;Minimum CPU Load (%);17/12/2021 5:47;0;;EVM-PWEB01-RNEC;Peak CPU Load (%);17/12/2021 5:47;1;;EVM-PWEB01-RNEC;Average CPU Load (%);17/12/2021 5:47;0
EVM-PWEB01-RNEC;Minimum CPU Load (%);18/12/2021 0:32;0;;EVM-PWEB01-RNEC;Peak CPU Load (%);18/12/2021 0:32;1;;EVM-PWEB01-RNEC;Average CPU Load (%);18/12/2021 0:32;0
EVM-PWEB01-RNEC;Minimum CPU Load (%);19/12/2021 1:32;1;;EVM-PWEB01-RNEC;Peak CPU Load (%);19/12/2021 1:32;1;;EVM-PWEB01-RNEC;Average CPU Load (%);19/12/2021 1:32;1
EVM-PWEB01-RNEC;Minimum CPU Load (%);20/12/2021 2:32;1;;EVM-PWEB01-RNEC;Peak CPU Load (%);20/12/2021 2:32;1;;EVM-PWEB01-RNEC;Average CPU Load (%);20/12/2021 2:32;1
EVM-PWEB01-RNEC;Minimum CPU Load (%);21/12/2021 3:32;0;;EVM-PWEB01-RNEC;Peak CPU Load (%);21/12/2021 3:32;5;;EVM-PWEB01-RNEC;Average CPU Load (%);21/12/2021 3:32;0
EVM-PWEB01-RNEC;Minimum CPU Load (%);22/12/2021 4:32;0;;EVM-PWEB01-RNEC;Peak CPU Load (%);22/12/2021 4:32;1;;EVM-PWEB01-RNEC;Average CPU Load (%);22/12/2021 4:32;0
EVM-PWEB01-RNEC;Minimum CPU Load (%);23/12/2021 5:32;0;;EVM-PWEB01-RNEC;Peak CPU Load (%);23/12/2021 5:32;1;;EVM-PWEB01-RNEC;Average CPU Load (%);23/12/2021 5:32;0
EVM-PWEB01-RNEC;Minimum CPU Load (%);24/12/2021 0:17;0;;EVM-PWEB01-RNEC;Peak CPU Load (%);24/12/2021 0:17;1;;EVM-PWEB01-RNEC;Average CPU Load (%);24/12/2021 0:17;0
EVM-PWEB01-RNEC;Minimum CPU Load (%);25/12/2021 1:17;0;;EVM-PWEB01-RNEC;Peak CPU Load (%);25/12/2021 1:17;2;;EVM-PWEB01-RNEC;Average CPU Load (%);25/12/2021 1:17;0
EVM-PWEB01-RNEC;Minimum CPU Load (%);26/12/2021 2:17;0;;EVM-PWEB01-RNEC;Peak CPU Load (%);26/12/2021 2:17;1;;EVM-PWEB01-RNEC;Average CPU Load (%);26/12/2021 2:17;0
EVM-PWEB01-RNEC;Minimum CPU Load (%);27/12/2021 3:17;0;;EVM-PWEB01-RNEC;Peak CPU Load (%);27/12/2021 3:17;1;;EVM-PWEB01-RNEC;Average CPU Load (%);27/12/2021 3:17;0
EVM-PWEB01-RNEC;Minimum CPU Load (%);28/12/2021 4:17;0;;EVM-PWEB01-RNEC;Peak CPU Load (%);28/12/2021 4:17;1;;EVM-PWEB01-RNEC;Average CPU Load (%);28/12/2021 4:17;0
EVM-PWEB01-RNEC;Minimum CPU Load (%);29/12/2021 5:17;0;;EVM-PWEB01-RNEC;Peak CPU Load (%);29/12/2021 5:17;1;;EVM-PWEB01-RNEC;Average CPU Load (%);29/12/2021 5:17;0
EVM-PWEB01-RNEC;Minimum CPU Load (%);30/12/2021 0:02;0;;EVM-PWEB01-RNEC;Peak CPU Load (%);30/12/2021 0:02;1;;EVM-PWEB01-RNEC;Average CPU Load (%);30/12/2021 0:02;0
EVM-PWEB01-RNEC;Minimum CPU Load (%);31/12/2021 1:02;0;;EVM-PWEB01-RNEC;Peak CPU Load (%);31/12/2021 1:02;1;;EVM-PWEB01-RNEC;Average CPU Load (%);31/12/2021 1:02;0
EVM-PWEB01-RNEC;Minimum CPU Load (%);1/01/2022 2:02;1;;EVM-PWEB01-RNEC;Peak CPU Load (%);1/01/2022 2:02;1;;EVM-PWEB01-RNEC;Average CPU Load (%);1/01/2022 2:02;1
EVM-PWEB01-RNEC;Minimum CPU Load (%);2/01/2022 3:02;1;;EVM-PWEB01-RNEC;Peak CPU Load (%);2/01/2022 3:02;1;;EVM-PWEB01-RNEC;Average CPU Load (%);2/01/2022 3:02;1
EVM-PWEB01-RNEC;Minimum CPU Load (%);3/01/2022 4:02;1;;EVM-PWEB01-RNEC;Peak CPU Load (%);3/01/2022 4:02;1;;EVM-PWEB01-RNEC;Average CPU Load (%);3/01/2022 4:02;1
EVM-PWEB01-RNEC;Minimum CPU Load (%);4/01/2022 5:02;0;;EVM-PWEB01-RNEC;Peak CPU Load (%);4/01/2022 5:02;1;;EVM-PWEB01-RNEC;Average CPU Load (%);4/01/2022 5:02;0
EVM-PWEB01-RNEC;Minimum CPU Load (%);5/01/2022 6:02;0;;EVM-PWEB01-RNEC;Peak CPU Load (%);5/01/2022 6:02;1;;EVM-PWEB01-RNEC;Average CPU Load (%);5/01/2022 6:02;0
EVM-PWEB01-RNEC;Minimum CPU Load (%);6/01/2022 0:47;0;;EVM-PWEB01-RNEC;Peak CPU Load (%);6/01/2022 0:47;2;;EVM-PWEB01-RNEC;Average CPU Load (%);6/01/2022 0:47;0
EVM-PWEB01-RNEC;Minimum CPU Load (%);7/01/2022 1:47;1;;EVM-PWEB01-RNEC;Peak CPU Load (%);7/01/2022 1:47;2;;EVM-PWEB01-RNEC;Average CPU Load (%);7/01/2022 1:47;1
EVM-PWEB01-RNEC;Minimum CPU Load (%);8/01/2022 2:47;1;;EVM-PWEB01-RNEC;Peak CPU Load (%);8/01/2022 2:47;1;;EVM-PWEB01-RNEC;Average CPU Load (%);8/01/2022 2:47;1
EVM-PWEB01-RNEC;Minimum CPU Load (%);9/01/2022 3:47;1;;EVM-PWEB01-RNEC;Peak CPU Load (%);9/01/2022 3:47;1;;EVM-PWEB01-RNEC;Average CPU Load (%);9/01/2022 3:47;1
EVM-PWEB01-RNEC;Minimum CPU Load (%);10/01/2022 4:47;1;;EVM-PWEB01-RNEC;Peak CPU Load (%);10/01/2022 4:47;1;;EVM-PWEB01-RNEC;Average CPU Load (%);10/01/2022 4:47;1
EVM-PWEB01-RNEC;Minimum CPU Load (%);11/01/2022 5:47;1;;EVM-PWEB01-RNEC;Peak CPU Load (%);11/01/2022 5:47;1;;EVM-PWEB01-RNEC;Average CPU Load (%);11/01/2022 5:47;1
EVM-PWEB01-RNEC;Minimum CPU Load (%);12/01/2022 0:32;1;;EVM-PWEB01-RNEC;Peak CPU Load (%);12/01/2022 0:32;1;;EVM-PWEB01-RNEC;Average CPU Load (%);12/01/2022 0:32;1
EVM-PWEB01-RNEC;Minimum CPU Load (%);13/01/2022 1:32;1;;EVM-PWEB01-RNEC;Peak CPU Load (%);13/01/2022 1:32;1;;EVM-PWEB01-RNEC;Average CPU Load (%);13/01/2022 1:32;1
EVM-PWEB01-RNEC;Minimum CPU Load (%);14/01/2022 2:32;1;;EVM-PWEB01-RNEC;Peak CPU Load (%);14/01/2022 2:32;1;;EVM-PWEB01-RNEC;Average CPU Load (%);14/01/2022 2:32;1
EVM-PWEB01-RNEC;Minimum CPU Load (%);15/01/2022 3:32;1;;EVM-PWEB01-RNEC;Peak CPU Load (%);15/01/2022 3:32;1;;EVM-PWEB01-RNEC;Average CPU Load (%);15/01/2022 3:32;1
EVM-PWEB01-RNEC;Minimum CPU Load (%);16/01/2022 4:32;1;;EVM-PWEB01-RNEC;Peak CPU Load (%);16/01/2022 4:32;1;;EVM-PWEB01-RNEC;Average CPU Load (%);16/01/2022 4:32;1
EVM-PWEB01-RNEC;Minimum CPU Load (%);17/01/2022 5:32;1;;EVM-PWEB01-RNEC;Peak CPU Load (%);17/01/2022 5:32;1;;EVM-PWEB01-RNEC;Average CPU Load (%);17/01/2022 5:32;1
EVM-PWEB01-RNEC;Minimum CPU Load (%);18/01/2022 0:17;1;;EVM-PWEB01-RNEC;Peak CPU Load (%);18/01/2022 0:17;1;;EVM-PWEB01-RNEC;Average CPU Load (%);18/01/2022 0:17;1
EVM-PWEB01-RNEC;Minimum CPU Load (%);18/01/2022 6:32;1;;EVM-PWEB01-RNEC;Peak CPU Load (%);18/01/2022 6:32;1;;EVM-PWEB01-RNEC;Average CPU Load (%);18/01/2022 6:32;1
EVM-PWEB01-RNEC;Minimum CPU Load (%);18/01/2022 12:47;0;;EVM-PWEB01-RNEC;Peak CPU Load (%);18/01/2022 12:47;1;;EVM-PWEB01-RNEC;Average CPU Load (%);18/01/2022 12:47;0.833333333
EVM-PWEB01-RNEC;Minimum CPU Load (%);18/01/2022 19:02;1;;EVM-PWEB01-RNEC;Peak CPU Load (%);18/01/2022 19:02;1;;EVM-PWEB01-RNEC;Average CPU Load (%);18/01/2022 19:02;1
EVM-PWEB01-RNEC;Minimum CPU Load (%);19/01/2022 1:17;0;;EVM-PWEB01-RNEC;Peak CPU Load (%);19/01/2022 1:17;1;;EVM-PWEB01-RNEC;Average CPU Load (%);19/01/2022 1:17;0.666666667
EVM-PWEB01-RNEC;Minimum CPU Load (%);19/01/2022 7:32;1;;EVM-PWEB01-RNEC;Peak CPU Load (%);19/01/2022 7:32;1;;EVM-PWEB01-RNEC;Average CPU Load (%);19/01/2022 7:32;1
EVM-PWEB01-RNEC;Minimum CPU Load (%);19/01/2022 13:47;0;;EVM-PWEB01-RNEC;Peak CPU Load (%);19/01/2022 13:47;1;;EVM-PWEB01-RNEC;Average CPU Load (%);19/01/2022 13:47;0.666666667
EVM-PWEB01-RNEC;Minimum CPU Load (%);19/01/2022 20:02;0;;EVM-PWEB01-RNEC;Peak CPU Load (%);19/01/2022 20:02;1;;EVM-PWEB01-RNEC;Average CPU Load (%);19/01/2022 20:02;0.571428571
