"New Analysis Project,""=HYPERLINK(""""https://solarwinds.une.com.co/ui/perfstack/?charts=0_Orion.Nodes_19266-Orion.CPULoad.MinLoad,0_Orion.Nodes_19266-Orion.CPULoad.MaxLoad,0_Orion.Nodes_19266-Orion.CPULoad.AvgLoad";"&startTime=2021-12-15T08:02:00.000Z&endTime=2022-02-15T20:02:00.000Z"""")"""
Start,2021-12-15 03:02:00,End,2022-02-15 15:02:00;
;
Custom Chart;
Entity,Metric,Date/Time,Value,,Entity,Metric,Date/Time,Value,,Entity,Metric,Date/Time,Value,;
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-22 09:47:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-22 09:47:00,13,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-22 09:47:00,0.8333333333333334,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-22 16:02:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-22 16:02:00,4,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-22 16:02:00,0.8571428571428571,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-22 22:17:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-22 22:17:00,5,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-22 22:17:00,0.6666666666666666,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-23 04:32:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-23 04:32:00,15,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-23 04:32:00,2.5,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-23 10:47:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-23 10:47:00,19,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-23 10:47:00,1.6666666666666667,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-23 17:02:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-23 17:02:00,6,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-23 17:02:00,0.2857142857142857,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-23 23:17:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-23 23:17:00,3,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-23 23:17:00,0.6666666666666666,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-24 05:32:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-24 05:32:00,9,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-24 05:32:00,0.8333333333333334,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-24 11:47:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-24 11:47:00,13,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-24 11:47:00,1.3333333333333333,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-24 18:02:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-24 18:02:00,8,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-24 18:02:00,1,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-25 00:17:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-25 00:17:00,3,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-25 00:17:00,0.5,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-25 06:32:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-25 06:32:00,6,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-25 06:32:00,1.0588235294117647,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-25 12:47:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-25 12:47:00,13,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-25 12:47:00,1.3235294117647058,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-25 19:02:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-25 19:02:00,27,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-25 19:02:00,1.8571428571428572,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-26 01:17:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-26 01:17:00,5,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-26 01:17:00,0.5882352941176471,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-26 07:32:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-26 07:32:00,7,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-26 07:32:00,0.8333333333333334,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-26 13:47:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-26 13:47:00,16,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-26 13:47:00,2,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-26 20:02:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-26 20:02:00,4,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-26 20:02:00,1,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-27 02:17:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-27 02:17:00,4,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-27 02:17:00,0.6666666666666666,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-27 08:32:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-27 08:32:00,6,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-27 08:32:00,1.1666666666666667,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-27 14:47:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-27 14:47:00,11,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-27 14:47:00,1.5,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-27 21:02:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-27 21:02:00,14,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-27 21:02:00,3.142857142857143,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-28 03:17:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-28 03:17:00,13,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-28 03:17:00,1.1666666666666667,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-28 09:32:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-28 09:32:00,4,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-28 09:32:00,0.5,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-28 15:47:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-28 15:47:00,4,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-28 15:47:00,0.5,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-28 22:02:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-28 22:02:00,11,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-28 22:02:00,1.1428571428571428,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-29 04:17:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-29 04:17:00,13,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-29 04:17:00,0.8333333333333334,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-29 10:32:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-29 10:32:00,12,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-29 10:32:00,1.6666666666666667,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-29 16:47:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-29 16:47:00,4,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-29 16:47:00,0.5,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-29 23:02:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-29 23:02:00,10,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-29 23:02:00,0.5,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-30 05:17:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-30 05:17:00,3,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-30 05:17:00,0.17142857142857143,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-30 11:32:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-30 11:32:00,17,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-30 11:32:00,1.1428571428571428,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-30 17:47:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-30 17:47:00,3,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-30 17:47:00,0.3333333333333333,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-31 00:02:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-31 00:02:00,6,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-31 00:02:00,0.8536585365853658,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-31 06:17:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-31 06:17:00,6,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-31 06:17:00,0.5,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-31 12:32:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-31 12:32:00,6,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-31 12:32:00,0.5,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-01-31 18:47:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-01-31 18:47:00,9,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-01-31 18:47:00,1.1666666666666667,,";
"DNRC-SRV-02,""Minimum CPU Load (%)"",2022-02-01 01:02:00,0,,""DNRC-SRV-02"",""Peak CPU Load (%)"",2022-02-01 01:02:00,6,,""DNRC-SRV-02"",""Average CPU Load (%)"",2022-02-01 01:02:00,1,,";
