"New Analysis Project","=HYPERLINK(""https://solarwinds.une.com.co/ui/perfstack/?context=0_Orion.Nodes_12829&withRelationships=true&charts=0_Orion.Nodes_12829-Orion.PerfStack.Events;0_Orion.Nodes_12829-Orion.PerfStack.Status;0_Orion.Nodes_12829-Orion.PerfStack.Changes.ScmChanges;&startTime=2022-01-01T05:00:00.000Z&endTime=2022-03-01T05:00:00.000Z"")"
Start,2022-01-01 00:00:00,End,2022-03-01 00:00:00

"Custom Chart"
Entity,Metric,Date/Time,Value,Entity,Metric,Date/Time,Value,Entity,Metric,Date/Time,Value,Entity,Metric,Date/Time,Value,
"rnec-web-01","Events",2022-01-01 05:54:00,0,"rnec-web-01","Critical",2022-01-01 05:54:00,0,"rnec-web-01","Warning",2022-01-01 05:54:00,0,"rnec-web-01","Informational",2022-01-01 05:54:00,0,
"rnec-web-01","Events",2022-01-01 11:48:00,0,"rnec-web-01","Critical",2022-01-01 11:48:00,0,"rnec-web-01","Warning",2022-01-01 11:48:00,0,"rnec-web-01","Informational",2022-01-01 11:48:00,0,
"rnec-web-01","Events",2022-01-01 17:42:00,0,"rnec-web-01","Critical",2022-01-01 17:42:00,0,"rnec-web-01","Warning",2022-01-01 17:42:00,0,"rnec-web-01","Informational",2022-01-01 17:42:00,0,
"rnec-web-01","Events",2022-01-01 23:36:00,0,"rnec-web-01","Critical",2022-01-01 23:36:00,0,"rnec-web-01","Warning",2022-01-01 23:36:00,0,"rnec-web-01","Informational",2022-01-01 23:36:00,0,
"rnec-web-01","Events",2022-01-02 05:30:00,0,"rnec-web-01","Critical",2022-01-02 05:30:00,0,"rnec-web-01","Warning",2022-01-02 05:30:00,0,"rnec-web-01","Informational",2022-01-02 05:30:00,0,
"rnec-web-01","Events",2022-01-02 11:24:00,0,"rnec-web-01","Critical",2022-01-02 11:24:00,0,"rnec-web-01","Warning",2022-01-02 11:24:00,0,"rnec-web-01","Informational",2022-01-02 11:24:00,0,
"rnec-web-01","Events",2022-01-02 17:18:00,0,"rnec-web-01","Critical",2022-01-02 17:18:00,0,"rnec-web-01","Warning",2022-01-02 17:18:00,0,"rnec-web-01","Informational",2022-01-02 17:18:00,0,
"rnec-web-01","Events",2022-01-02 23:12:00,0,"rnec-web-01","Critical",2022-01-02 23:12:00,0,"rnec-web-01","Warning",2022-01-02 23:12:00,0,"rnec-web-01","Informational",2022-01-02 23:12:00,0,
"rnec-web-01","Events",2022-01-03 05:06:00,0,"rnec-web-01","Critical",2022-01-03 05:06:00,0,"rnec-web-01","Warning",2022-01-03 05:06:00,0,"rnec-web-01","Informational",2022-01-03 05:06:00,0,
"rnec-web-01","Events",2022-01-03 11:00:00,0,"rnec-web-01","Critical",2022-01-03 11:00:00,0,"rnec-web-01","Warning",2022-01-03 11:00:00,0,"rnec-web-01","Informational",2022-01-03 11:00:00,0,
"rnec-web-01","Events",2022-01-03 16:54:00,0,"rnec-web-01","Critical",2022-01-03 16:54:00,0,"rnec-web-01","Warning",2022-01-03 16:54:00,0,"rnec-web-01","Informational",2022-01-03 16:54:00,0,
"rnec-web-01","Events",2022-01-03 22:48:00,0,"rnec-web-01","Critical",2022-01-03 22:48:00,0,"rnec-web-01","Warning",2022-01-03 22:48:00,0,"rnec-web-01","Informational",2022-01-03 22:48:00,0,
"rnec-web-01","Events",2022-01-04 04:42:00,0,"rnec-web-01","Critical",2022-01-04 04:42:00,0,"rnec-web-01","Warning",2022-01-04 04:42:00,0,"rnec-web-01","Informational",2022-01-04 04:42:00,0,
"rnec-web-01","Events",2022-01-04 10:36:00,0,"rnec-web-01","Critical",2022-01-04 10:36:00,0,"rnec-web-01","Warning",2022-01-04 10:36:00,0,"rnec-web-01","Informational",2022-01-04 10:36:00,0,
"rnec-web-01","Events",2022-01-04 16:30:00,0,"rnec-web-01","Critical",2022-01-04 16:30:00,0,"rnec-web-01","Warning",2022-01-04 16:30:00,0,"rnec-web-01","Informational",2022-01-04 16:30:00,0,
"rnec-web-01","Events",2022-01-04 22:24:00,0,"rnec-web-01","Critical",2022-01-04 22:24:00,0,"rnec-web-01","Warning",2022-01-04 22:24:00,0,"rnec-web-01","Informational",2022-01-04 22:24:00,0,
"rnec-web-01","Events",2022-01-05 04:18:00,0,"rnec-web-01","Critical",2022-01-05 04:18:00,0,"rnec-web-01","Warning",2022-01-05 04:18:00,0,"rnec-web-01","Informational",2022-01-05 04:18:00,0,
"rnec-web-01","Events",2022-01-05 10:12:00,0,"rnec-web-01","Critical",2022-01-05 10:12:00,0,"rnec-web-01","Warning",2022-01-05 10:12:00,0,"rnec-web-01","Informational",2022-01-05 10:12:00,0,
"rnec-web-01","Events",2022-01-05 16:06:00,0,"rnec-web-01","Critical",2022-01-05 16:06:00,0,"rnec-web-01","Warning",2022-01-05 16:06:00,0,"rnec-web-01","Informational",2022-01-05 16:06:00,0,
"rnec-web-01","Events",2022-01-05 22:00:00,0,"rnec-web-01","Critical",2022-01-05 22:00:00,0,"rnec-web-01","Warning",2022-01-05 22:00:00,0,"rnec-web-01","Informational",2022-01-05 22:00:00,0,
"rnec-web-01","Events",2022-01-06 03:54:00,0,"rnec-web-01","Critical",2022-01-06 03:54:00,0,"rnec-web-01","Warning",2022-01-06 03:54:00,0,"rnec-web-01","Informational",2022-01-06 03:54:00,0,
"rnec-web-01","Events",2022-01-06 09:48:00,0,"rnec-web-01","Critical",2022-01-06 09:48:00,0,"rnec-web-01","Warning",2022-01-06 09:48:00,0,"rnec-web-01","Informational",2022-01-06 09:48:00,0,
"rnec-web-01","Events",2022-01-06 15:42:00,0,"rnec-web-01","Critical",2022-01-06 15:42:00,0,"rnec-web-01","Warning",2022-01-06 15:42:00,0,"rnec-web-01","Informational",2022-01-06 15:42:00,0,
"rnec-web-01","Events",2022-01-06 21:36:00,0,"rnec-web-01","Critical",2022-01-06 21:36:00,0,"rnec-web-01","Warning",2022-01-06 21:36:00,0,"rnec-web-01","Informational",2022-01-06 21:36:00,0,
"rnec-web-01","Events",2022-01-07 03:30:00,0,"rnec-web-01","Critical",2022-01-07 03:30:00,0,"rnec-web-01","Warning",2022-01-07 03:30:00,0,"rnec-web-01","Informational",2022-01-07 03:30:00,0,
"rnec-web-01","Events",2022-01-07 09:24:00,0,"rnec-web-01","Critical",2022-01-07 09:24:00,0,"rnec-web-01","Warning",2022-01-07 09:24:00,0,"rnec-web-01","Informational",2022-01-07 09:24:00,0,
"rnec-web-01","Events",2022-01-07 15:18:00,0,"rnec-web-01","Critical",2022-01-07 15:18:00,0,"rnec-web-01","Warning",2022-01-07 15:18:00,0,"rnec-web-01","Informational",2022-01-07 15:18:00,0,
"rnec-web-01","Events",2022-01-07 21:12:00,0,"rnec-web-01","Critical",2022-01-07 21:12:00,0,"rnec-web-01","Warning",2022-01-07 21:12:00,0,"rnec-web-01","Informational",2022-01-07 21:12:00,0,
"rnec-web-01","Events",2022-01-08 03:06:00,2,"rnec-web-01","Critical",2022-01-08 03:06:00,1,"rnec-web-01","Warning",2022-01-08 03:06:00,0,"rnec-web-01","Informational",2022-01-08 03:06:00,1,
"rnec-web-01","Events",2022-01-08 09:00:00,0,"rnec-web-01","Critical",2022-01-08 09:00:00,0,"rnec-web-01","Warning",2022-01-08 09:00:00,0,"rnec-web-01","Informational",2022-01-08 09:00:00,0,
"rnec-web-01","Events",2022-01-08 14:54:00,6,"rnec-web-01","Critical",2022-01-08 14:54:00,0,"rnec-web-01","Warning",2022-01-08 14:54:00,3,"rnec-web-01","Informational",2022-01-08 14:54:00,3,
"rnec-web-01","Events",2022-01-08 20:48:00,8,"rnec-web-01","Critical",2022-01-08 20:48:00,0,"rnec-web-01","Warning",2022-01-08 20:48:00,4,"rnec-web-01","Informational",2022-01-08 20:48:00,4,
"rnec-web-01","Events",2022-01-09 02:42:00,24,"rnec-web-01","Critical",2022-01-09 02:42:00,0,"rnec-web-01","Warning",2022-01-09 02:42:00,12,"rnec-web-01","Informational",2022-01-09 02:42:00,12,
"rnec-web-01","Events",2022-01-09 08:36:00,2,"rnec-web-01","Critical",2022-01-09 08:36:00,0,"rnec-web-01","Warning",2022-01-09 08:36:00,2,"rnec-web-01","Informational",2022-01-09 08:36:00,0,
"rnec-web-01","Events",2022-01-09 14:30:00,4,"rnec-web-01","Critical",2022-01-09 14:30:00,0,"rnec-web-01","Warning",2022-01-09 14:30:00,1,"rnec-web-01","Informational",2022-01-09 14:30:00,3,
"rnec-web-01","Events",2022-01-09 20:24:00,14,"rnec-web-01","Critical",2022-01-09 20:24:00,0,"rnec-web-01","Warning",2022-01-09 20:24:00,7,"rnec-web-01","Informational",2022-01-09 20:24:00,7,
"rnec-web-01","Events",2022-01-10 02:18:00,22,"rnec-web-01","Critical",2022-01-10 02:18:00,0,"rnec-web-01","Warning",2022-01-10 02:18:00,12,"rnec-web-01","Informational",2022-01-10 02:18:00,10,
"rnec-web-01","Events",2022-01-10 08:12:00,4,"rnec-web-01","Critical",2022-01-10 08:12:00,0,"rnec-web-01","Warning",2022-01-10 08:12:00,2,"rnec-web-01","Informational",2022-01-10 08:12:00,2,
"rnec-web-01","Events",2022-01-10 14:06:00,3,"rnec-web-01","Critical",2022-01-10 14:06:00,0,"rnec-web-01","Warning",2022-01-10 14:06:00,1,"rnec-web-01","Informational",2022-01-10 14:06:00,2,
"rnec-web-01","Events",2022-01-10 20:00:00,15,"rnec-web-01","Critical",2022-01-10 20:00:00,0,"rnec-web-01","Warning",2022-01-10 20:00:00,8,"rnec-web-01","Informational",2022-01-10 20:00:00,7,
"rnec-web-01","Events",2022-01-11 01:54:00,12,"rnec-web-01","Critical",2022-01-11 01:54:00,1,"rnec-web-01","Warning",2022-01-11 01:54:00,5,"rnec-web-01","Informational",2022-01-11 01:54:00,6,
"rnec-web-01","Events",2022-01-11 07:48:00,0,"rnec-web-01","Critical",2022-01-11 07:48:00,0,"rnec-web-01","Warning",2022-01-11 07:48:00,0,"rnec-web-01","Informational",2022-01-11 07:48:00,0,
"rnec-web-01","Events",2022-01-11 13:42:00,8,"rnec-web-01","Critical",2022-01-11 13:42:00,1,"rnec-web-01","Warning",2022-01-11 13:42:00,3,"rnec-web-01","Informational",2022-01-11 13:42:00,4,
"rnec-web-01","Events",2022-01-11 19:36:00,22,"rnec-web-01","Critical",2022-01-11 19:36:00,0,"rnec-web-01","Warning",2022-01-11 19:36:00,11,"rnec-web-01","Informational",2022-01-11 19:36:00,11,
"rnec-web-01","Events",2022-01-12 01:30:00,0,"rnec-web-01","Critical",2022-01-12 01:30:00,0,"rnec-web-01","Warning",2022-01-12 01:30:00,0,"rnec-web-01","Informational",2022-01-12 01:30:00,0,
"rnec-web-01","Events",2022-01-12 07:24:00,2,"rnec-web-01","Critical",2022-01-12 07:24:00,0,"rnec-web-01","Warning",2022-01-12 07:24:00,0,"rnec-web-01","Informational",2022-01-12 07:24:00,2,
"rnec-web-01","Events",2022-01-12 13:18:00,4,"rnec-web-01","Critical",2022-01-12 13:18:00,0,"rnec-web-01","Warning",2022-01-12 13:18:00,2,"rnec-web-01","Informational",2022-01-12 13:18:00,2,
"rnec-web-01","Events",2022-01-12 19:12:00,0,"rnec-web-01","Critical",2022-01-12 19:12:00,0,"rnec-web-01","Warning",2022-01-12 19:12:00,0,"rnec-web-01","Informational",2022-01-12 19:12:00,0,
"rnec-web-01","Events",2022-01-13 01:06:00,8,"rnec-web-01","Critical",2022-01-13 01:06:00,1,"rnec-web-01","Warning",2022-01-13 01:06:00,3,"rnec-web-01","Informational",2022-01-13 01:06:00,4,
"rnec-web-01","Events",2022-01-13 07:00:00,16,"rnec-web-01","Critical",2022-01-13 07:00:00,0,"rnec-web-01","Warning",2022-01-13 07:00:00,9,"rnec-web-01","Informational",2022-01-13 07:00:00,7,
